Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Price,Doors,Cylinders
Chevrolet,A4,2023,81653,2.0,206,3111,Hybrid,Manual,74485,4,8
Mercedes,C-Class,2016,59482,5.0,442,3450,Hybrid,Automatic,150000,4,4
Volkswagen,F-150,2011,109578,3.0,228,4039,Diesel,Manual,67171,4,6
Chevrolet,Tucson,2018,110116,2.0,214,2960,Gasoline,Automatic,46247,4,4
Ford,3 Series,2006,106537,4.0,303,2291,Gasoline,Manual,64771,4,8
Chevrolet,3 Series,2017,24759,6.0,433,2448,Diesel,Automatic,124605,4,6
BMW,Camry,2023,9376,2.0,158,3673,Gasoline,Automatic,94462,4,4
Honda,Silverado,2018,63872,2.0,163,3974,Hybrid,Automatic,72403,4,4
Ford,3 Series,2021,92609,6.0,518,3029,Diesel,Manual,132120,4,4
Nissan,Golf,2012,116946,6.0,478,2484,Gasoline,Automatic,111567,4,6
Volkswagen,Camry,2017,20309,2.0,206,2392,Hybrid,Automatic,90971,4,6
Volkswagen,Altima,2020,0,5.0,382,3475,Gasoline,Manual,113553,4,6
Volkswagen,Tucson,2004,108050,4.0,362,2166,Diesel,Manual,80591,2,6
BMW,Altima,2009,125249,1.0,86,1800,Gasoline,Automatic,22690,4,6
Toyota,Golf,2010,141522,4.0,296,1800,Hybrid,Automatic,85167,4,4
Ford,Altima,2004,118296,5.0,391,2538,Diesel,Manual,90286,4,4
Toyota,Tucson,2024,105838,1.0,50,2807,Diesel,Manual,38378,4,4
Honda,Tucson,2016,97493,3.0,197,2589,Hybrid,Manual,82735,4,4
Audi,Silverado,2001,90425,1.0,55,2424,Diesel,CVT,25974,4,4
Chevrolet,F-150,2009,116852,5.0,403,2752,Diesel,Automatic,86746,4,8
Toyota,F-150,2013,110530,3.0,260,2225,Hybrid,Automatic,78170,2,6
Nissan,Silverado,2002,27982,4.0,363,2891,Diesel,Automatic,75282,4,4
Toyota,3 Series,2004,99827,6.0,484,4241,Gasoline,Automatic,105478,4,4
Honda,3 Series,2019,48159,6.0,481,2744,Hybrid,CVT,150000,4,6
Audi,A4,2002,169769,1.5,116,3092,Diesel,CVT,36962,4,4
Ford,3 Series,2016,152072,1.5,137,3401,Hybrid,Automatic,37097,4,4
BMW,Golf,2001,65218,6.0,468,3012,Gasoline,Automatic,150000,4,4
Ford,3 Series,2010,90871,3.0,194,2539,Electric,Automatic,81369,2,4
Toyota,Altima,2007,47429,3.0,247,2607,Diesel,Automatic,72804,4,4
Hyundai,3 Series,2008,129560,2.0,189,3493,Hybrid,Automatic,40487,2,4
Honda,3 Series,2012,171176,1.5,124,3499,Gasoline,Automatic,30357,4,8
Mercedes,C-Class,2021,133270,4.0,315,2201,Gasoline,Manual,150000,4,6
Chevrolet,Civic,2021,71165,5.0,409,2785,Gasoline,CVT,103910,4,4
Mercedes,F-150,2010,50394,6.0,420,2698,Hybrid,Automatic,150000,4,4
Volkswagen,C-Class,2014,74177,5.0,354,3361,Gasoline,Automatic,94256,4,4
BMW,3 Series,2010,138686,6.0,489,3197,Gasoline,Manual,150000,4,4
Volkswagen,Camry,2003,84401,2.5,216,2301,Gasoline,Manual,50523,4,4
Nissan,Golf,2003,144256,4.0,350,1811,Gasoline,Automatic,61009,4,4
BMW,A4,2012,91059,1.5,133,2680,Gasoline,Manual,65106,2,6
Nissan,A4,2022,84120,2.0,173,1887,Gasoline,Automatic,62030,4,6
Volkswagen,Civic,2004,63574,3.0,181,2084,Gasoline,Automatic,59405,4,6
Audi,Altima,2015,66866,2.0,146,3411,Diesel,Automatic,79776,4,6
Volkswagen,Golf,2021,98215,5.0,457,2637,Gasoline,Automatic,124617,4,4
Ford,A4,2022,51592,1.0,88,2929,Hybrid,Automatic,46999,4,6
Hyundai,Golf,2007,102980,1.0,89,3600,Diesel,Automatic,15250,4,4
Audi,Golf,2001,84517,3.0,228,1800,Diesel,Automatic,61514,4,4
Mercedes,C-Class,2016,112830,5.0,418,3651,Gasoline,Automatic,150000,4,4
Honda,Golf,2014,113424,2.5,212,3139,Hybrid,Automatic,67203,4,4
Honda,Golf,2013,10102,2.5,192,2210,Hybrid,Automatic,83194,4,4
Audi,Civic,2000,121209,2.0,187,2954,Gasoline,Automatic,35659,4,4
Audi,Silverado,2010,67119,1.5,124,2105,Gasoline,Automatic,52183,4,4
Ford,C-Class,2015,38241,2.5,185,1932,Gasoline,CVT,67837,2,4
Mercedes,C-Class,2012,116363,3.0,210,3628,Diesel,Automatic,96671,4,8
Nissan,Civic,2015,98278,2.5,159,3398,Hybrid,Manual,61601,4,4
Volkswagen,C-Class,2010,54778,5.0,419,4614,Gasoline,Automatic,102508,4,6
Volkswagen,Camry,2022,53776,1.0,61,1845,Hybrid,Manual,57854,4,4
Ford,Golf,2000,51926,1.5,153,2429,Gasoline,CVT,27838,4,6
BMW,3 Series,2017,106645,2.0,185,2453,Gasoline,Automatic,75643,4,4
Volkswagen,3 Series,2007,15571,2.0,173,3126,Electric,Automatic,71607,4,4
Nissan,Golf,2005,112403,6.0,475,2847,Gasoline,Automatic,101136,4,4
BMW,Altima,2013,82660,6.0,399,2934,Gasoline,Automatic,150000,2,4
Nissan,Golf,2019,182501,2.5,201,1800,Gasoline,Manual,50400,4,4
Toyota,3 Series,2013,36590,5.0,405,1993,Diesel,Automatic,114060,4,4
BMW,F-150,2010,91638,1.0,79,4001,Diesel,Automatic,29664,2,6
Chevrolet,C-Class,2011,110825,4.0,324,3251,Diesel,Automatic,75952,4,4
Chevrolet,Camry,2019,81701,2.5,162,4151,Diesel,Automatic,52235,4,8
Toyota,Civic,2021,60109,5.0,362,3309,Diesel,Automatic,109787,4,4
Hyundai,Silverado,2020,94971,1.5,117,3422,Hybrid,Automatic,43615,4,6
Chevrolet,Altima,2019,87945,2.0,138,1925,Gasoline,Automatic,55670,2,4
Chevrolet,Civic,2023,118663,1.0,50,2436,Gasoline,Automatic,30662,4,4
Hyundai,Altima,2020,62539,4.0,332,1800,Gasoline,Automatic,87962,4,8
Ford,Silverado,2014,0,2.5,239,5116,Hybrid,Automatic,75424,2,4
Ford,Silverado,2017,143267,6.0,469,1800,Hybrid,Automatic,116356,4,4
BMW,Altima,2003,83802,5.0,401,3782,Electric,Automatic,150000,4,4
Audi,Altima,2019,57269,6.0,490,2461,Gasoline,Manual,150000,4,6
Chevrolet,Silverado,2012,71573,3.0,237,2512,Diesel,Automatic,55479,4,6
Toyota,Camry,2012,79412,1.5,130,2932,Gasoline,Manual,40219,4,4
Honda,C-Class,2011,70930,4.0,354,3085,Hybrid,Manual,100224,4,4
Nissan,Golf,2024,77637,4.0,327,2907,Gasoline,Manual,99188,4,6
Toyota,Camry,2011,82688,1.0,96,1800,Hybrid,Automatic,41134,4,4
Honda,Civic,2005,96071,6.0,444,3375,Gasoline,Automatic,101544,4,4
Volkswagen,F-150,2016,62550,5.0,361,3787,Gasoline,Manual,112488,4,4
Nissan,Tucson,2024,93584,2.5,243,2760,Gasoline,Manual,72415,4,8
Audi,A4,2005,58745,1.0,113,2643,Gasoline,Manual,42850,4,8
Mercedes,A4,2021,124341,5.0,400,3417,Hybrid,Automatic,150000,4,4
BMW,F-150,2014,46199,6.0,503,1800,Gasoline,Automatic,150000,4,4
Hyundai,Civic,2013,62859,2.5,230,3725,Hybrid,Automatic,68906,4,6
Hyundai,F-150,2023,54717,2.5,185,4255,Diesel,Automatic,68698,4,8
Audi,3 Series,2007,127414,2.5,201,3957,Gasoline,Automatic,62912,4,4
Honda,A4,2007,33640,1.5,133,3556,Hybrid,Manual,56849,4,6
Hyundai,Golf,2020,110464,2.5,164,3067,Gasoline,Automatic,48580,4,4
Hyundai,Camry,2021,82305,2.5,214,3670,Gasoline,Manual,58365,4,6
Honda,Camry,2012,65396,3.0,194,3649,Gasoline,Automatic,73471,4,4
Volkswagen,Silverado,2017,97206,6.0,514,2968,Gasoline,Manual,139101,4,4
Toyota,A4,2007,137417,5.0,364,1800,Hybrid,Automatic,103660,4,6
Ford,Camry,2012,111030,5.0,474,5076,Hybrid,Automatic,118853,4,6
BMW,3 Series,2015,99059,6.0,479,2247,Diesel,Manual,150000,4,6
Nissan,3 Series,2003,100542,4.0,291,3110,Gasoline,Automatic,70665,4,4
Ford,A4,2016,94107,1.0,115,4599,Hybrid,Automatic,28752,4,4
Hyundai,Silverado,2013,79636,4.0,311,3873,Gasoline,Automatic,63825,4,8
BMW,Camry,2004,88785,1.5,143,2939,Gasoline,Automatic,46890,4,8
BMW,Altima,2018,92185,5.0,433,2703,Hybrid,Automatic,150000,4,4
Chevrolet,Golf,2003,95462,2.5,235,5109,Gasoline,Automatic,43979,4,6
Volkswagen,Camry,2001,40158,4.0,308,4935,Gasoline,Manual,72986,4,6
Mercedes,F-150,2008,158739,1.0,62,2901,Gasoline,Automatic,28518,4,4
Nissan,Altima,2000,66445,2.0,157,2564,Gasoline,Automatic,32307,4,4
Chevrolet,3 Series,2000,142614,5.0,387,2680,Electric,Automatic,92657,4,6
Hyundai,Civic,2004,129828,1.0,79,2278,Gasoline,Automatic,19108,4,8
Hyundai,3 Series,2024,84623,6.0,457,2232,Gasoline,Automatic,114899,4,8
Honda,Altima,2016,73383,2.0,152,3138,Gasoline,Automatic,50650,4,6
Honda,Camry,2016,58446,6.0,420,2719,Hybrid,Automatic,146650,4,4
Audi,Camry,2021,87459,5.0,381,3100,Gasoline,Automatic,150000,4,6
Volkswagen,C-Class,2022,43305,2.5,168,1800,Hybrid,Automatic,96163,2,8
Volkswagen,Altima,2013,19371,2.0,146,2580,Electric,Automatic,84112,4,4
Honda,Silverado,2013,7626,3.0,207,3692,Diesel,CVT,74648,2,4
Audi,Civic,2015,83639,2.5,169,2969,Hybrid,CVT,93565,4,8
BMW,F-150,2008,97704,4.0,329,3871,Hybrid,Automatic,148699,4,6
Ford,F-150,2001,88162,6.0,447,2156,Gasoline,Manual,98371,4,4
BMW,A4,2008,67575,3.0,231,2611,Gasoline,Automatic,91413,4,4
Audi,3 Series,2021,66454,4.0,354,2378,Hybrid,Manual,150000,4,6
Volkswagen,Silverado,2013,106677,5.0,434,2326,Hybrid,Automatic,123204,4,4
Nissan,Tucson,2019,22317,2.5,201,3865,Hybrid,CVT,69666,4,4
Nissan,Camry,2000,40149,1.5,142,2122,Hybrid,Automatic,42346,4,4
Hyundai,Civic,2015,63203,4.0,309,3505,Hybrid,Automatic,87997,4,6
Ford,Golf,2019,48242,6.0,431,3555,Gasoline,Automatic,120404,4,8
Volkswagen,Civic,2018,149711,5.0,448,2860,Gasoline,Automatic,111526,4,4
Hyundai,Golf,2007,129413,1.0,59,1818,Diesel,Automatic,12703,4,6
Volkswagen,3 Series,2008,89905,2.5,218,1800,Gasoline,Automatic,60695,4,6
Ford,3 Series,2003,0,2.0,131,2757,Gasoline,Manual,44992,4,6
Volkswagen,Silverado,2003,35217,5.0,436,2296,Electric,Manual,141720,4,6
Hyundai,Altima,2007,86141,1.5,112,3381,Gasoline,Manual,25754,4,4
Audi,Altima,2021,92789,2.0,161,2617,Diesel,Automatic,97198,4,6
Hyundai,Silverado,2008,39414,3.0,291,3110,Gasoline,Automatic,68877,4,6
Mercedes,Tucson,2020,70635,6.0,474,4614,Diesel,Automatic,150000,4,4
Toyota,3 Series,2021,59335,4.0,371,2057,Diesel,Automatic,114789,4,4
Honda,Tucson,2012,76721,4.0,265,2664,Gasoline,Automatic,73296,4,6
Ford,F-150,2001,80369,6.0,451,2730,Gasoline,Automatic,95702,4,4
Honda,A4,2008,101349,1.5,158,3556,Hybrid,Automatic,37471,2,4
Chevrolet,A4,2017,87382,3.0,280,1800,Gasoline,CVT,67228,4,4
Volkswagen,Tucson,2022,38976,5.0,384,2711,Diesel,Automatic,128582,4,8
BMW,C-Class,2017,29864,1.5,132,3124,Gasoline,Manual,82007,4,4
Hyundai,C-Class,2012,15058,4.0,322,1800,Gasoline,Automatic,82729,4,8
Ford,C-Class,2000,73256,2.0,190,3032,Gasoline,Manual,31658,4,4
Ford,F-150,2012,112196,2.5,138,1800,Hybrid,Automatic,56996,4,4
Volkswagen,Civic,2004,190747,4.0,326,1800,Gasoline,CVT,67084,4,6
Honda,Camry,2005,114137,5.0,394,3492,Hybrid,Manual,105002,4,6
Toyota,C-Class,2023,113168,4.0,318,3309,Gasoline,Automatic,92890,4,8
Volkswagen,Silverado,2018,94921,2.5,188,2674,Gasoline,Automatic,57913,2,4
Volkswagen,F-150,2017,24935,1.5,122,3611,Gasoline,Automatic,51368,4,6
Chevrolet,Golf,2017,62109,3.0,295,3239,Electric,Automatic,102578,4,4
Volkswagen,Altima,2019,76407,2.5,163,2618,Electric,Automatic,72697,4,4
Audi,Silverado,2018,115801,4.0,387,2431,Diesel,Automatic,145414,4,4
BMW,Altima,2008,89692,2.0,161,2828,Diesel,CVT,55587,4,6
Hyundai,3 Series,2016,59532,2.0,124,1972,Diesel,Automatic,41019,4,4
Nissan,Tucson,2011,89280,4.0,304,3642,Gasoline,Automatic,75391,4,6
BMW,Tucson,2006,26856,1.0,61,3140,Gasoline,Automatic,34182,4,4
Nissan,Golf,2005,92561,2.5,205,4028,Gasoline,Automatic,45416,4,4
Ford,F-150,2001,47263,6.0,495,2664,Diesel,Automatic,110192,4,6
Toyota,Tucson,2000,26600,4.0,298,2892,Gasoline,Automatic,74389,4,6
BMW,A4,2021,79891,3.0,228,2464,Gasoline,Automatic,111334,4,4
Toyota,Golf,2023,30911,4.0,335,2278,Gasoline,CVT,100955,4,4
Volkswagen,C-Class,2003,49143,1.5,140,3093,Electric,Automatic,38530,4,8
Volkswagen,C-Class,2003,112073,4.0,330,1800,Gasoline,Automatic,73206,4,4
Chevrolet,F-150,2004,65340,5.0,444,2737,Hybrid,Manual,105040,4,6
Audi,Altima,2008,0,1.5,114,2795,Gasoline,Automatic,55543,4,4
Chevrolet,A4,2005,55431,2.5,203,1815,Gasoline,Automatic,46770,4,4
Audi,Civic,2007,85494,5.0,396,2970,Gasoline,Automatic,142893,4,4
Honda,C-Class,2022,15247,3.0,182,3380,Gasoline,Manual,77436,4,6
Toyota,Camry,2000,42779,1.5,124,2903,Gasoline,CVT,25081,4,6
BMW,C-Class,2016,85909,2.5,198,3200,Gasoline,Manual,95302,4,4
Hyundai,Camry,2009,53480,2.5,201,3642,Gasoline,CVT,48525,4,4
Mercedes,Silverado,2023,47101,3.0,254,1875,Gasoline,Manual,149434,4,4
Mercedes,Golf,2010,124651,4.0,284,4178,Hybrid,Automatic,132549,4,4
Mercedes,3 Series,2000,62233,3.0,223,1800,Gasoline,Manual,83128,2,6
Audi,3 Series,2015,142204,1.0,74,2128,Gasoline,Automatic,28030,4,4
Ford,Civic,2022,38706,1.0,77,2842,Gasoline,Automatic,44126,4,8
Volkswagen,3 Series,2016,123484,3.0,298,2806,Hybrid,Automatic,90996,4,4
Chevrolet,F-150,2019,41780,6.0,533,3557,Gasoline,Automatic,128692,4,6
Hyundai,A4,2003,82891,6.0,475,3773,Diesel,CVT,112522,4,4
Hyundai,Civic,2018,85612,5.0,389,1800,Gasoline,Automatic,95704,4,4
Ford,Golf,2022,80807,1.0,52,3264,Gasoline,Automatic,41512,4,4
Ford,Golf,2016,46842,6.0,464,4116,Gasoline,Automatic,119042,4,6
Nissan,Camry,2011,47655,1.5,199,4894,Electric,Manual,59606,4,4
Mercedes,F-150,2015,9684,1.0,88,3427,Electric,Automatic,90611,4,6
Chevrolet,F-150,2006,136409,2.5,222,2893,Gasoline,Automatic,43932,2,4
Volkswagen,Altima,2012,86286,2.5,198,3876,Diesel,Automatic,63515,4,8
Honda,3 Series,2014,68669,4.0,372,3352,Diesel,CVT,100438,4,4
Nissan,Camry,2023,51599,3.0,200,3511,Gasoline,CVT,79486,4,4
Audi,Camry,2015,151496,1.0,50,3431,Gasoline,Automatic,25603,2,4
Volkswagen,F-150,2022,108592,4.0,389,3414,Gasoline,Manual,108198,4,4
Chevrolet,3 Series,2003,36003,5.0,394,2364,Diesel,CVT,91699,4,4
Ford,Altima,2013,144658,5.0,360,2820,Hybrid,Manual,87197,4,6
Hyundai,Tucson,2013,102493,2.0,190,3579,Gasoline,Manual,45744,2,4
Hyundai,Camry,2023,70455,1.5,92,2282,Diesel,CVT,50540,4,4
Ford,F-150,2000,107869,4.0,313,2795,Gasoline,Automatic,65240,4,4
Hyundai,Silverado,2010,85700,2.5,212,1965,Gasoline,CVT,47397,4,4
Hyundai,A4,2008,105570,4.0,337,3428,Gasoline,Automatic,70572,4,4
Chevrolet,Civic,2005,47577,6.0,506,3063,Gasoline,Automatic,109209,4,8
Nissan,Golf,2005,94363,1.0,56,2983,Diesel,Automatic,14851,4,4
Hyundai,Tucson,2008,22077,4.0,316,3193,Diesel,Automatic,82642,4,6
Chevrolet,Golf,2020,120356,2.5,179,2351,Gasoline,Automatic,51396,4,6
Mercedes,Tucson,2021,30890,4.0,331,2429,Gasoline,Automatic,150000,4,4
Audi,F-150,2018,0,6.0,439,2423,Gasoline,Automatic,150000,4,4
Nissan,Silverado,2023,85339,3.0,229,3726,Diesel,Automatic,75146,4,4
Audi,F-150,2018,72717,4.0,318,4085,Gasoline,Manual,128418,2,4
Hyundai,Silverado,2021,51711,1.5,75,2534,Gasoline,Automatic,30533,4,4
Toyota,F-150,2013,45057,2.0,140,3702,Diesel,Automatic,54871,4,4
Toyota,Golf,2013,48072,6.0,468,3203,Gasoline,Automatic,119772,4,6
Nissan,Civic,2002,7115,2.0,134,3351,Diesel,Automatic,39204,4,4
Mercedes,Civic,2009,45478,2.0,163,3751,Gasoline,Automatic,86634,4,8
Honda,Tucson,2011,95608,6.0,453,3406,Gasoline,Automatic,114425,2,4
Toyota,C-Class,2020,94442,1.0,84,2667,Gasoline,Automatic,40808,4,6
BMW,Silverado,2015,65588,6.0,461,2649,Gasoline,Automatic,150000,4,4
Ford,C-Class,2020,101266,1.5,105,2911,Hybrid,Automatic,46867,2,6
Volkswagen,Civic,2015,66305,6.0,490,2677,Diesel,Automatic,148161,4,4
Chevrolet,F-150,2017,54668,1.5,55,2740,Gasoline,Manual,34488,4,6
Hyundai,C-Class,2021,69239,3.0,236,3082,Gasoline,Automatic,69437,4,6
Audi,C-Class,2022,133287,3.0,233,2451,Gasoline,Manual,92051,4,4
Ford,Camry,2002,58878,2.5,202,2449,Gasoline,Automatic,45989,4,4
BMW,3 Series,2017,83831,2.0,170,2774,Gasoline,Automatic,78713,2,4
Hyundai,3 Series,2002,65844,3.0,216,2952,Gasoline,Manual,45323,2,6
BMW,Golf,2016,103565,2.5,256,3522,Gasoline,Manual,106096,4,4
BMW,F-150,2004,26420,1.0,78,3993,Gasoline,Manual,23785,4,4
Volkswagen,Tucson,2019,17758,4.0,324,1800,Gasoline,Automatic,105755,4,4
Hyundai,Altima,2007,59252,1.5,124,2679,Gasoline,Automatic,32671,4,4
Hyundai,C-Class,2011,41224,4.0,313,5326,Gasoline,Automatic,76658,4,4
Nissan,Golf,2007,86932,6.0,536,2579,Gasoline,Automatic,113671,4,8
Nissan,Camry,2008,44964,3.0,312,2719,Gasoline,CVT,71687,4,6
Hyundai,Altima,2009,75393,3.0,234,1800,Gasoline,Automatic,52859,4,4
Volkswagen,3 Series,2024,52071,5.0,436,2920,Diesel,Manual,142967,4,6
Honda,Camry,2015,74892,4.0,358,4745,Electric,Manual,134939,4,4
Hyundai,Tucson,2024,100292,5.0,388,3448,Gasoline,Automatic,100677,2,4
Ford,C-Class,2021,108022,1.5,133,2376,Hybrid,CVT,47610,2,6
Hyundai,Silverado,2021,87851,2.5,187,3780,Gasoline,Automatic,50966,4,4
Hyundai,Tucson,2017,90970,3.0,242,2936,Gasoline,Manual,61864,4,6
Hyundai,C-Class,2024,110456,4.0,339,2462,Gasoline,Manual,85202,4,6
Honda,Altima,2023,45679,1.5,118,2966,Gasoline,Automatic,65068,4,8
Volkswagen,Camry,2011,26251,3.0,182,3392,Gasoline,Automatic,73241,4,4
Honda,A4,2013,81492,6.0,471,2464,Diesel,Automatic,132484,4,6
Chevrolet,Golf,2018,118740,5.0,460,3646,Hybrid,Automatic,114440,4,6
Hyundai,Camry,2009,106639,1.5,130,3188,Gasoline,Automatic,29357,4,4
Volkswagen,Golf,2014,113733,6.0,459,2058,Gasoline,Manual,119345,4,4
Volkswagen,3 Series,2004,5691,2.5,172,2361,Gasoline,Manual,59962,4,4
Honda,C-Class,2024,101957,3.0,259,3610,Gasoline,Manual,84117,4,8
Toyota,Altima,2008,63333,1.5,178,3209,Gasoline,Automatic,44220,4,4
Nissan,Silverado,2022,67491,2.0,151,2478,Hybrid,Automatic,61209,4,4
Honda,F-150,2002,73349,1.0,87,3143,Gasoline,Automatic,23847,4,8
Toyota,C-Class,2005,18287,5.0,366,2930,Gasoline,Manual,84983,2,4
Chevrolet,Camry,2018,124514,5.0,427,1800,Gasoline,Automatic,96866,4,4
BMW,Camry,2020,93824,2.5,197,1972,Hybrid,Automatic,110158,4,6
Volkswagen,C-Class,2001,71308,4.0,339,1837,Hybrid,Automatic,92003,4,6
Honda,Golf,2007,157242,6.0,489,2853,Gasoline,Manual,110321,2,6
Chevrolet,3 Series,2004,75414,1.0,88,5131,Hybrid,Automatic,26477,4,4
Mercedes,Camry,2006,131659,1.5,147,3328,Gasoline,Automatic,32030,4,6
Chevrolet,3 Series,2024,119091,1.0,54,2121,Electric,Manual,51642,4,4
Hyundai,3 Series,2022,98842,1.0,79,5092,Gasoline,Automatic,28958,2,4
Mercedes,Civic,2020,118160,3.0,221,2605,Gasoline,Manual,121397,4,4
Audi,Camry,2020,90265,1.5,135,2466,Gasoline,Automatic,66726,4,8
Toyota,Golf,2005,105763,2.5,256,2167,Gasoline,Automatic,44522,4,4
Volkswagen,Golf,2011,115752,4.0,327,3081,Gasoline,Automatic,79238,4,6
BMW,Tucson,2007,105241,5.0,373,3951,Electric,Automatic,150000,4,8
Hyundai,Altima,2015,65634,4.0,327,2346,Gasoline,Automatic,82615,4,6
Chevrolet,Altima,2009,91379,1.5,173,4317,Diesel,Automatic,35298,4,4
Volkswagen,A4,2019,114782,6.0,479,2704,Gasoline,Automatic,128864,2,6
BMW,A4,2018,58114,5.0,405,2936,Gasoline,Manual,150000,4,4
Audi,Silverado,2008,55827,1.0,70,2829,Gasoline,Automatic,33045,4,4
Mercedes,3 Series,2018,60564,2.0,161,4309,Gasoline,Manual,102010,4,6
BMW,A4,2024,84594,3.0,228,3509,Gasoline,Manual,112499,4,4
Audi,Silverado,2011,87019,1.0,52,1933,Gasoline,Manual,40838,4,4
Mercedes,3 Series,2016,96743,4.0,326,3212,Gasoline,Automatic,150000,4,6
Hyundai,C-Class,2019,37792,4.0,338,2258,Gasoline,Automatic,91377,4,8
BMW,C-Class,2006,119547,1.0,99,3132,Gasoline,Automatic,39443,4,6
Audi,Altima,2000,96585,1.0,50,3192,Diesel,Automatic,7044,4,4
BMW,Tucson,2020,106794,4.0,289,4409,Gasoline,CVT,108695,4,8
Honda,Silverado,2023,38882,2.5,207,2459,Hybrid,Automatic,97733,4,6
Mercedes,C-Class,2014,103831,1.5,111,3298,Gasoline,Automatic,64919,4,4
Mercedes,Golf,2017,106511,5.0,429,4015,Gasoline,Automatic,150000,4,6
Chevrolet,A4,2005,33014,2.0,153,2182,Gasoline,Automatic,45527,4,8
Volkswagen,C-Class,2001,90420,2.5,205,3847,Gasoline,Automatic,42157,4,6
Audi,C-Class,2020,41729,1.5,133,2402,Diesel,Automatic,103230,4,4
Ford,Silverado,2021,40035,2.5,222,3296,Diesel,Automatic,78891,4,4
Audi,Golf,2000,53614,5.0,427,3649,Gasoline,Automatic,132711,4,6
BMW,Tucson,2005,138461,1.0,50,2095,Gasoline,Automatic,19431,4,4
Toyota,Civic,2016,67368,1.5,125,3755,Diesel,Automatic,49751,4,4
Honda,Camry,2016,44848,3.0,297,3913,Gasoline,Automatic,85045,4,6
Honda,Camry,2004,61921,6.0,453,3428,Diesel,Automatic,117621,2,4
Hyundai,Civic,2004,61058,3.0,238,3092,Diesel,Automatic,54972,4,4
Audi,Camry,2011,41242,2.5,244,2444,Gasoline,Automatic,94214,4,6
Ford,Civic,2001,70234,4.0,344,2479,Diesel,Manual,71002,4,8
Nissan,Civic,2024,46176,1.5,105,2561,Diesel,Automatic,53463,4,6
Toyota,Tucson,2018,146535,1.5,130,2435,Gasoline,Automatic,40076,4,4
Volkswagen,A4,2023,16029,5.0,349,3902,Diesel,Automatic,128742,4,4
Toyota,Civic,2011,0,1.0,82,3296,Diesel,Automatic,43400,4,6
Hyundai,3 Series,2022,42485,1.0,114,2929,Gasoline,Automatic,51546,4,6
Hyundai,Altima,2008,149099,4.0,293,2751,Electric,Manual,74276,2,6
Volkswagen,Altima,2016,77580,1.5,157,1866,Gasoline,Manual,62571,4,4
Nissan,Civic,2007,54660,2.5,193,3810,Electric,CVT,67500,2,4
Hyundai,C-Class,2023,119679,3.0,219,2957,Hybrid,Automatic,73412,4,4
Mercedes,Camry,2016,83199,2.5,201,2635,Gasoline,Manual,102842,4,4
Nissan,C-Class,2011,34185,2.0,194,1800,Gasoline,Automatic,57112,4,4
Honda,Civic,2006,100541,6.0,510,3533,Gasoline,Automatic,109861,4,4
Mercedes,F-150,2007,51973,5.0,371,2978,Hybrid,Automatic,150000,4,6
Ford,F-150,2014,0,1.5,146,2737,Diesel,CVT,48178,4,4
Volkswagen,A4,2022,124777,2.5,235,2387,Diesel,Automatic,79253,4,4
Hyundai,3 Series,2006,123365,2.5,153,1800,Gasoline,Manual,38204,4,4
Hyundai,Silverado,2020,134835,3.0,255,3729,Hybrid,Automatic,70743,4,8
Chevrolet,F-150,2024,39303,3.0,269,2602,Hybrid,Automatic,100441,4,4
Honda,Golf,2018,120250,2.0,167,2486,Hybrid,Automatic,68021,4,6
Toyota,Camry,2009,55954,4.0,349,5129,Gasoline,Manual,81877,4,4
Mercedes,C-Class,2007,115234,1.0,126,3132,Gasoline,Automatic,45652,4,4
Toyota,Golf,2018,119005,5.0,396,2982,Gasoline,Automatic,108437,4,6
Nissan,C-Class,2022,92455,6.0,445,2638,Gasoline,Automatic,122161,4,4
Chevrolet,3 Series,2008,102687,5.0,375,3078,Gasoline,Manual,83905,4,4
Nissan,F-150,2020,78932,5.0,376,2691,Hybrid,Automatic,121736,4,4
Chevrolet,C-Class,2005,53027,6.0,410,3427,Hybrid,Automatic,105433,4,4
Mercedes,Civic,2004,82018,1.0,92,5041,Gasoline,Manual,30309,4,4
Mercedes,Camry,2004,66235,1.5,168,4653,Hybrid,CVT,70645,4,6
Chevrolet,Tucson,2014,81931,4.0,318,4111,Diesel,Automatic,80040,4,4
Toyota,A4,2003,112653,1.5,119,2958,Diesel,Automatic,20040,4,6
Hyundai,3 Series,2007,106276,2.5,243,2354,Hybrid,CVT,54658,4,6
Hyundai,A4,2000,86381,1.5,128,2562,Diesel,Automatic,24878,4,4
Honda,C-Class,2022,75102,6.0,473,3433,Gasoline,Automatic,146764,4,6
Mercedes,Golf,2006,81419,1.5,170,2667,Diesel,Automatic,55880,2,6
Volkswagen,Tucson,2020,24975,4.0,335,1823,Diesel,CVT,112058,2,4
Ford,Altima,2002,79839,2.5,213,3668,Hybrid,Automatic,50544,4,4
Toyota,C-Class,2012,96553,6.0,459,3755,Gasoline,Automatic,110862,4,4
Honda,Camry,2002,52180,1.5,160,2341,Gasoline,Automatic,42854,4,4
Hyundai,3 Series,2011,73815,3.0,226,2431,Gasoline,Automatic,56869,4,4
Honda,A4,2008,66606,3.0,281,2096,Gasoline,Automatic,73926,4,6
Mercedes,3 Series,2010,71181,3.0,237,2388,Gasoline,Automatic,89875,4,4
Nissan,Golf,2022,66970,2.5,193,1800,Electric,Automatic,99779,4,6
