Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
Honda,Accord,2012,47426,2.0,213,3496,Electric,Automatic,4,4,58827
Ford,F-150,2008,89813,4.0,261,5444,Gasoline,Manual,4,8,55495
Toyota,4Runner,2005,80980,6.0,360,2785,Gasoline,Automatic,4,6,63410
BMW,3 Series,2010,129067,1.5,105,3013,Gasoline,Manual,4,6,44739
Volkswagen,Jetta,2008,119939,2.0,212,4301,Gasoline,Automatic,4,6,35176
Honda,Pilot,2013,51229,5.0,322,4007,Gasoline,Manual,2,4,72782
Chevrolet,Malibu,2018,61757,1.5,108,3806,Gasoline,Automatic,4,4,48057
Ford,Mustang,2008,105977,1.5,125,3916,Hybrid,Automatic,2,4,28716
BMW,X3,2015,125033,2.0,130,3271,Gasoline,CVT,4,6,56651
BMW,3 Series,2020,37243,2.5,165,3261,Hybrid,Automatic,4,6,80856
Toyota,RAV4,2009,68333,1.5,111,2705,Hybrid,Automatic,4,4,38703
Audi,Q7,2005,75497,2.5,216,3270,Gasoline,Automatic,4,6,51039
Nissan,Altima,2017,119529,3.5,271,3049,Hybrid,Automatic,4,6,71849
Hyundai,Tucson,2020,76089,2.0,159,4621,Gasoline,Automatic,4,6,59167
BMW,X3,2015,55057,5.0,326,3846,Hybrid,CVT,4,4,95473
Mercedes,GLE,2022,75227,1.5,142,3607,Gasoline,Automatic,4,4,66189
Volkswagen,Golf,2010,100279,2.0,103,3476,Gasoline,Automatic,2,8,29118
Volkswagen,Golf,2006,100,6.0,423,2871,Gasoline,Automatic,4,6,76388
Honda,Accord,2015,62080,3.0,257,4051,Gasoline,Automatic,4,6,54703
BMW,X5,2017,16698,6.0,396,3281,Gasoline,Automatic,2,6,111348
Volkswagen,Tiguan,2020,40618,2.5,245,2829,Hybrid,Automatic,4,4,77623
Hyundai,Tucson,2007,99905,1.5,137,2924,Hybrid,Automatic,4,6,32503
Nissan,Pathfinder,2012,92597,2.5,165,2063,Hybrid,Automatic,4,4,56658
Hyundai,Santa Fe,2015,13171,2.0,131,3113,Gasoline,Automatic,4,4,46672
Chevrolet,Silverado,2012,95922,6.0,441,3155,Gasoline,Automatic,2,4,86237
BMW,X5,2012,126108,3.0,260,2871,Gasoline,Automatic,4,6,59682
Honda,Civic,2016,67086,5.0,328,2719,Gasoline,Automatic,4,6,81461
Toyota,Highlander,2024,109394,3.5,237,2822,Diesel,Automatic,4,4,71948
Toyota,Corolla,2007,98840,2.5,238,2617,Hybrid,CVT,4,4,40909
Ford,Escape,2008,1993,1.5,111,3283,Gasoline,Automatic,4,4,34534
BMW,5 Series,2024,28140,3.0,268,3325,Gasoline,Automatic,4,8,89894
BMW,X3,2011,24816,6.0,456,3286,Hybrid,Automatic,4,4,101423
Honda,Pilot,2019,146322,2.0,135,3717,Gasoline,Automatic,4,4,50849
Nissan,Altima,2020,57116,3.0,229,3001,Gasoline,Automatic,4,4,73541
Volkswagen,Jetta,2021,65390,3.0,251,2421,Gasoline,Automatic,4,8,65879
Chevrolet,Tahoe,2006,68934,3.5,253,4172,Gasoline,Automatic,4,6,47177
Mercedes,GLE,2014,125581,3.5,249,4391,Hybrid,Automatic,4,4,83669
Volkswagen,Jetta,2010,39880,2.5,166,2401,Diesel,Automatic,4,6,46468
Nissan,Altima,2014,11714,1.5,115,3983,Gasoline,Manual,4,8,46197
Audi,A4,2009,93992,3.0,240,3736,Gasoline,Automatic,4,4,57838
Audi,Q5,2021,55331,6.0,453,4341,Gasoline,CVT,4,8,108736
Hyundai,Tucson,2008,76786,1.5,71,2856,Electric,CVT,4,4,25082
Nissan,Rogue,2020,96027,2.0,151,3042,Diesel,Automatic,4,4,57315
Toyota,Camry,2015,89017,6.0,452,2035,Gasoline,CVT,2,4,83497
Hyundai,Sonata,2009,93332,4.0,299,4258,Diesel,Automatic,4,4,55257
BMW,3 Series,2005,137318,2.0,187,2561,Diesel,Automatic,4,4,36214
Volkswagen,Golf,2009,75307,3.5,234,3592,Gasoline,Automatic,4,8,56682
Volkswagen,Jetta,2020,72312,3.0,160,3652,Hybrid,Automatic,4,4,66211
Chevrolet,Tahoe,2017,103687,3.0,271,3788,Gasoline,Automatic,4,8,62336
Mercedes,C-Class,2022,86138,2.5,127,3401,Gasoline,Automatic,2,4,71875
Nissan,Sentra,2015,64440,3.5,205,3095,Gasoline,Automatic,4,6,63525
Nissan,Altima,2005,45568,2.5,285,2858,Hybrid,Manual,2,6,45263
BMW,X5,2023,14073,1.5,196,4121,Gasoline,Automatic,2,6,75871
Toyota,Camry,2015,59974,5.0,397,4191,Gasoline,CVT,4,6,80067
Mercedes,C-Class,2017,86056,3.0,142,3494,Gasoline,Automatic,4,4,66334
Nissan,Rogue,2011,112550,5.0,367,3741,Diesel,CVT,4,4,64655
Hyundai,Elantra,2022,64578,3.0,239,4394,Hybrid,Automatic,2,4,75460
Mercedes,GLC,2005,17245,1.5,108,4185,Gasoline,Automatic,2,6,39281
Toyota,Camry,2011,105278,5.0,417,4931,Diesel,Automatic,4,4,66560
Toyota,Tacoma,2019,53674,3.5,262,3531,Hybrid,Automatic,4,4,82140
Volkswagen,Jetta,2009,53443,2.5,278,2813,Gasoline,Automatic,4,4,48290
Nissan,Rogue,2014,83874,4.0,307,3482,Gasoline,Automatic,2,4,62243
Audi,A4,2020,5603,4.0,300,3663,Gasoline,Manual,4,4,97478
Audi,Q5,2009,12133,5.0,304,2587,Gasoline,Automatic,4,6,79489
Mercedes,GLE,2012,46621,4.0,368,3051,Gasoline,Automatic,4,4,84068
BMW,5 Series,2011,121410,6.0,417,2918,Diesel,Automatic,4,4,81929
Chevrolet,Silverado,2024,86590,2.5,248,3547,Gasoline,CVT,4,4,66167
Chevrolet,Malibu,2022,93029,4.0,303,3324,Gasoline,CVT,4,6,78181
Hyundai,Sonata,2008,111605,4.0,256,3670,Gasoline,Automatic,4,6,53911
BMW,3 Series,2013,58097,2.5,201,3454,Gasoline,Automatic,2,4,57533
Ford,Mustang,2008,94289,5.0,317,3729,Diesel,Automatic,4,4,60080
Mercedes,GLE,2024,60742,3.5,241,3573,Hybrid,Automatic,2,6,101017
Chevrolet,Silverado,2006,58041,4.0,232,3422,Hybrid,Automatic,4,4,48425
Mercedes,E-Class,2010,120905,2.0,105,3295,Diesel,Automatic,4,4,40406
Chevrolet,Malibu,2008,16485,3.0,283,2973,Gasoline,CVT,4,6,52930
Mercedes,GLC,2018,31392,5.0,453,3340,Diesel,CVT,4,8,97295
Toyota,Corolla,2016,152019,5.0,339,3642,Hybrid,Automatic,4,6,81344
Audi,A6,2024,125269,2.5,215,2160,Gasoline,CVT,4,4,76790
Toyota,Camry,2013,110639,6.0,436,3385,Gasoline,Automatic,4,6,77777
Mercedes,GLE,2008,84017,5.0,344,3506,Gasoline,Automatic,4,4,77300
BMW,X3,2008,65104,6.0,500,3069,Gasoline,Automatic,4,6,85351
BMW,5 Series,2011,88181,5.0,304,4245,Gasoline,Automatic,4,4,70405
BMW,3 Series,2017,27018,4.0,292,4514,Gasoline,CVT,4,4,84901
Honda,Pilot,2021,76545,3.5,221,3719,Electric,Manual,4,4,68534
Hyundai,Elantra,2010,61909,3.5,208,4705,Hybrid,Automatic,4,4,55206
Honda,CR-V,2014,106132,2.0,122,3857,Gasoline,Automatic,4,6,44487
Nissan,Sentra,2019,80814,1.5,172,3587,Gasoline,Automatic,4,4,45860
Chevrolet,Malibu,2012,141773,3.0,221,3110,Diesel,Manual,4,4,42848
Nissan,Sentra,2015,56566,2.5,278,4641,Gasoline,Automatic,4,6,59127
Chevrolet,Malibu,2023,80290,5.0,294,2085,Gasoline,Automatic,4,4,88960
Audi,Q5,2019,40154,3.0,258,3926,Hybrid,Automatic,4,4,87098
Toyota,Camry,2016,83978,3.0,232,2757,Gasoline,Automatic,4,8,56720
BMW,X3,2017,126269,5.0,437,1753,Gasoline,Automatic,4,6,95306
Mercedes,E-Class,2013,84008,3.5,265,4009,Hybrid,Automatic,4,4,85772
Toyota,4Runner,2010,2608,3.0,217,4391,Gasoline,Automatic,4,6,49446
Chevrolet,Equinox,2009,60647,3.5,273,4233,Electric,Automatic,4,4,58643
BMW,5 Series,2018,73656,3.5,251,3006,Gasoline,Automatic,4,8,86034
Audi,Q5,2018,82819,6.0,396,3685,Gasoline,Automatic,2,4,102665
BMW,X5,2012,140419,2.5,302,3215,Hybrid,Automatic,4,6,68247
Mercedes,C-Class,2016,58061,1.5,117,3310,Diesel,Automatic,4,4,52762
Hyundai,Sonata,2010,133275,3.0,239,2570,Gasoline,CVT,4,4,47709
Chevrolet,Malibu,2023,45315,3.5,249,3521,Diesel,Automatic,4,4,84813
Volkswagen,Atlas,2011,28590,4.0,291,4243,Gasoline,CVT,2,4,61801
Hyundai,Tucson,2020,96246,6.0,483,4970,Gasoline,CVT,4,4,98557
Volkswagen,Tiguan,2009,47313,3.5,272,4200,Hybrid,Automatic,4,4,58052
Audi,A6,2012,54075,1.5,144,4305,Diesel,CVT,4,4,57721
BMW,X3,2005,45684,4.0,280,3048,Gasoline,Automatic,4,4,59127
BMW,5 Series,2008,75611,5.0,382,3272,Gasoline,Automatic,4,6,69805
BMW,3 Series,2007,32431,3.5,268,3542,Gasoline,Automatic,4,4,59944
Audi,Q5,2017,39326,4.0,317,3707,Gasoline,Automatic,4,6,85716
Ford,Ranger,2006,44335,2.0,147,3262,Hybrid,Automatic,4,4,41760
Mercedes,GLC,2012,58067,2.5,179,3431,Gasoline,Automatic,4,6,53500
Mercedes,E-Class,2021,92739,6.0,410,4882,Gasoline,Automatic,4,4,111847
Toyota,4Runner,2019,43728,5.0,343,4668,Gasoline,Manual,4,6,81637
Chevrolet,Equinox,2024,36697,6.0,403,4175,Diesel,Automatic,4,4,101874
Hyundai,Tucson,2013,94343,4.0,405,2999,Gasoline,Automatic,4,8,68058
Toyota,Highlander,2014,98991,3.5,265,3439,Gasoline,Automatic,4,6,56792
BMW,X5,2006,51233,5.0,321,3543,Hybrid,Automatic,4,6,80419
Ford,F-150,2018,111016,2.5,164,3074,Gasoline,Automatic,4,4,50298
BMW,3 Series,2010,41172,6.0,391,2191,Electric,Automatic,2,4,95343
Mercedes,C-Class,2013,44307,2.5,193,4162,Gasoline,Automatic,4,6,63704
Audi,A4,2011,58508,1.5,106,3336,Gasoline,Automatic,4,8,48679
Mercedes,GLE,2007,67554,6.0,440,4317,Gasoline,Automatic,4,6,80451
Hyundai,Tucson,2005,135750,2.5,199,3750,Gasoline,Automatic,4,4,25527
Mercedes,C-Class,2020,83948,4.0,255,2715,Gasoline,Automatic,4,6,84631
Volkswagen,Golf,2015,82846,6.0,431,4430,Gasoline,Automatic,4,4,83218
Toyota,Corolla,2012,135084,2.0,126,3510,Gasoline,Automatic,2,8,39601
Volkswagen,Atlas,2023,122724,2.5,219,3717,Diesel,Manual,2,4,64626
Ford,Escape,2017,33132,3.0,271,4195,Gasoline,Automatic,4,4,65636
Chevrolet,Silverado,2016,76272,4.0,291,3288,Gasoline,Automatic,4,4,68413
Toyota,Camry,2010,35635,5.0,429,3835,Gasoline,Manual,4,6,72268
Honda,Accord,2016,77087,4.0,334,3014,Diesel,Automatic,4,4,76842
Toyota,4Runner,2012,89481,6.0,388,2694,Gasoline,CVT,4,6,73416
Honda,Accord,2008,87841,5.0,380,3357,Gasoline,CVT,4,4,60711
Volkswagen,Tiguan,2012,25705,3.0,245,4310,Electric,Automatic,4,4,59009
Audi,Q5,2015,82465,3.0,251,3311,Gasoline,Automatic,2,6,73433
Nissan,Sentra,2012,61376,2.0,137,3768,Gasoline,CVT,4,4,38071
BMW,X3,2024,79028,5.0,411,2851,Gasoline,CVT,4,4,110084
Toyota,4Runner,2009,41012,6.0,497,3465,Gasoline,Automatic,2,4,84131
Chevrolet,Malibu,2021,94774,3.5,200,4431,Hybrid,CVT,4,4,74230
Chevrolet,Silverado,2022,108106,2.5,222,2292,Diesel,Automatic,4,4,66632
Nissan,Altima,2010,55433,3.5,209,3849,Gasoline,Automatic,4,4,46318
Audi,A6,2022,55583,2.0,219,3226,Hybrid,CVT,4,4,87838
Mercedes,C-Class,2007,44424,3.5,206,3262,Gasoline,Automatic,4,8,55968
Toyota,Tacoma,2024,62028,6.0,483,3701,Electric,Automatic,4,6,103969
Mercedes,E-Class,2012,49726,3.5,222,3123,Gasoline,Automatic,4,4,71221
Audi,Q5,2024,61009,6.0,400,3509,Gasoline,Manual,4,4,111892
Volkswagen,Tiguan,2011,66630,4.0,287,2393,Hybrid,Automatic,4,4,67405
Nissan,Rogue,2015,32537,6.0,456,3506,Gasoline,Automatic,4,8,89013
Hyundai,Santa Fe,2010,92142,6.0,448,2852,Gasoline,Automatic,4,4,73088
Audi,Q7,2023,114799,3.5,251,4293,Gasoline,Automatic,4,4,78641
Honda,Accord,2015,143873,1.5,119,3184,Gasoline,Automatic,4,4,37001
Toyota,Corolla,2022,145505,2.0,135,2835,Gasoline,CVT,4,6,44819
Honda,Accord,2006,98064,2.0,164,4304,Gasoline,Manual,4,4,28400
Hyundai,Sonata,2006,116342,1.5,82,3174,Gasoline,Manual,4,6,26343
Toyota,Camry,2016,124608,5.0,372,2437,Hybrid,Automatic,4,8,88348
Volkswagen,Jetta,2018,70379,1.5,120,3076,Gasoline,Automatic,4,4,47570
Audi,A6,2016,43951,1.5,78,3587,Gasoline,Automatic,4,4,59302
Volkswagen,Atlas,2014,73042,6.0,410,3889,Gasoline,Automatic,4,4,82041
Ford,Explorer,2022,97875,6.0,445,2218,Hybrid,CVT,4,4,102153
Mercedes,E-Class,2012,42183,1.5,118,3715,Electric,CVT,2,4,58609
Nissan,Altima,2022,88693,3.0,149,1146,Gasoline,Automatic,4,4,63720
Volkswagen,Jetta,2013,38079,5.0,360,3244,Gasoline,Automatic,4,4,78672
Nissan,Altima,2012,38628,5.0,350,2725,Hybrid,Automatic,4,4,76214
Volkswagen,Golf,2023,111835,1.5,70,3184,Electric,Automatic,4,6,59993
Ford,Explorer,2019,31493,3.0,237,3921,Gasoline,Automatic,4,4,72844
Honda,CR-V,2016,47359,2.5,138,3461,Gasoline,Automatic,4,4,52876
Volkswagen,Jetta,2021,77029,3.0,210,4604,Gasoline,Automatic,4,4,62674
Hyundai,Elantra,2005,60158,3.0,214,3411,Gasoline,Automatic,4,4,37652
Toyota,Tacoma,2024,101433,2.0,149,3985,Gasoline,Automatic,4,4,64289
Mercedes,E-Class,2020,136702,3.5,261,2790,Gasoline,Automatic,4,4,73059
BMW,3 Series,2015,25881,2.5,239,3341,Gasoline,Automatic,4,6,68872
Honda,Civic,2006,26243,2.5,195,4089,Gasoline,Automatic,4,4,40789
Chevrolet,Malibu,2011,30327,3.0,146,3386,Gasoline,CVT,4,6,52000
Hyundai,Sonata,2005,75015,5.0,324,4159,Hybrid,Automatic,4,6,64405
Volkswagen,Golf,2008,95632,3.5,289,3439,Gasoline,Automatic,4,4,42801
Nissan,Pathfinder,2017,76349,4.0,283,2325,Gasoline,Automatic,4,4,72281
Ford,Mustang,2008,95338,3.0,244,2787,Gasoline,Automatic,4,6,47374
Ford,Mustang,2005,111432,4.0,331,2733,Gasoline,Automatic,4,8,51891
Volkswagen,Tiguan,2010,86835,2.0,118,3494,Gasoline,Automatic,4,4,31082
Volkswagen,Golf,2022,72305,3.5,299,3210,Gasoline,Manual,4,4,76127
BMW,X3,2013,92179,2.0,155,2503,Hybrid,Manual,4,4,63694
Nissan,Pathfinder,2022,88675,2.0,158,4867,Hybrid,CVT,4,4,69628
Hyundai,Sonata,2014,88647,6.0,387,3272,Gasoline,Automatic,4,4,76798
Audi,A4,2020,50775,2.5,215,3883,Gasoline,Automatic,4,4,75236
Chevrolet,Equinox,2007,76901,4.0,264,3939,Gasoline,Automatic,4,4,51685
Audi,A6,2012,70018,4.0,302,3329,Gasoline,Automatic,4,6,74945
Hyundai,Santa Fe,2013,109008,2.0,204,2737,Electric,Automatic,4,4,50267
Ford,Ranger,2018,87029,3.5,278,3035,Hybrid,Automatic,2,6,78219
Mercedes,GLC,2017,103880,1.5,133,2047,Gasoline,Automatic,2,8,55075
Nissan,Rogue,2012,32569,2.0,182,3356,Gasoline,CVT,2,8,44469
Chevrolet,Malibu,2024,65433,6.0,404,3353,Gasoline,CVT,4,4,109163
BMW,5 Series,2020,52710,2.0,118,4232,Electric,CVT,4,6,75606
Honda,Accord,2019,74073,5.0,338,3832,Hybrid,CVT,4,8,91692
Audi,Q7,2019,115917,2.5,237,3609,Hybrid,Automatic,4,4,77125
Audi,A4,2018,85680,3.5,251,4956,Hybrid,Automatic,2,4,85777
Audi,A4,2006,71197,2.0,154,4609,Gasoline,Automatic,4,4,45748
Volkswagen,Tiguan,2006,72365,6.0,384,4830,Gasoline,Automatic,4,4,66563
Honda,Civic,2014,147277,1.5,103,3521,Gasoline,CVT,4,6,36359
Chevrolet,Tahoe,2011,94120,4.0,262,3633,Hybrid,Automatic,4,4,64222
BMW,X3,2018,89190,3.0,258,2345,Gasoline,Automatic,4,4,72929
Audi,Q7,2022,46916,5.0,347,3420,Hybrid,Automatic,4,6,110343
Chevrolet,Silverado,2011,45889,3.5,233,3614,Gasoline,Automatic,4,4,57901
Honda,Civic,2016,42988,1.5,113,2684,Gasoline,CVT,4,4,41988
Nissan,Rogue,2023,50838,5.0,344,3808,Diesel,Automatic,4,4,89287
Mercedes,C-Class,2013,24813,6.0,433,3633,Gasoline,Automatic,4,4,105238
Ford,Ranger,2018,49493,6.0,474,2685,Gasoline,CVT,4,6,93164
Ford,Explorer,2009,82660,2.0,251,4038,Gasoline,CVT,4,6,45646
Audi,A6,2012,44367,6.0,438,3667,Gasoline,Automatic,2,4,97844
BMW,5 Series,2018,51512,4.0,369,3192,Gasoline,Manual,2,4,86200
Chevrolet,Equinox,2006,75464,2.5,193,3230,Gasoline,Automatic,4,4,41678
Chevrolet,Silverado,2023,75347,4.0,354,3210,Hybrid,Automatic,4,4,94584
Nissan,Rogue,2009,26394,3.5,199,3817,Gasoline,Automatic,4,8,54257
BMW,X5,2011,49353,4.0,323,4332,Gasoline,Automatic,2,4,68305
Audi,A6,2012,77135,1.5,139,3105,Gasoline,Automatic,4,4,47589
Toyota,Tacoma,2016,82214,5.0,346,4511,Gasoline,Automatic,4,6,72872
Audi,A4,2011,61007,3.0,150,2638,Gasoline,Manual,4,4,65781
Chevrolet,Tahoe,2019,98284,5.0,374,3670,Gasoline,Automatic,4,4,83656
Chevrolet,Tahoe,2024,102566,3.5,205,3400,Electric,Automatic,4,6,83267
Hyundai,Santa Fe,2007,19343,2.0,125,2984,Gasoline,CVT,4,4,34139
Hyundai,Tucson,2016,70745,3.0,216,3200,Gasoline,CVT,4,4,52295
Volkswagen,Tiguan,2016,110578,3.0,263,3444,Gasoline,Automatic,4,4,48192
BMW,3 Series,2021,101762,2.5,193,4426,Gasoline,Automatic,4,6,68293
Honda,Civic,2023,114882,4.0,408,2417,Gasoline,Automatic,4,4,87601
Mercedes,GLE,2005,24651,3.5,307,4021,Gasoline,Automatic,4,6,62334
Nissan,Rogue,2019,70908,2.0,101,4554,Hybrid,CVT,2,4,58350
Volkswagen,Atlas,2023,57852,3.0,233,3117,Gasoline,Manual,4,4,71695
Honda,Pilot,2021,86115,5.0,352,4185,Gasoline,Automatic,4,6,80038
Honda,HR-V,2017,68951,6.0,464,2957,Gasoline,Manual,4,6,91557
Volkswagen,Jetta,2018,46676,3.5,271,4637,Hybrid,Automatic,4,4,81930
Chevrolet,Silverado,2006,94778,2.0,224,3232,Hybrid,Manual,2,4,41731
Volkswagen,Atlas,2011,78264,2.5,189,3899,Gasoline,Manual,4,4,49815
Chevrolet,Equinox,2011,78187,3.0,213,2989,Hybrid,CVT,4,6,51036
BMW,X3,2015,117925,2.0,82,4381,Gasoline,Automatic,4,6,54048
Chevrolet,Silverado,2019,54517,2.5,226,4094,Electric,Automatic,2,6,73162
Chevrolet,Silverado,2023,97740,4.0,318,3502,Gasoline,Automatic,4,4,82146
Ford,Escape,2021,71801,1.5,132,3448,Gasoline,CVT,4,6,54527
Mercedes,C-Class,2022,36404,3.0,190,2967,Gasoline,Automatic,2,4,82087
Chevrolet,Silverado,2012,43598,6.0,333,3766,Gasoline,Automatic,4,4,79836
Audi,Q5,2024,61756,3.5,294,2935,Hybrid,CVT,4,6,103219
Mercedes,GLC,2019,61144,2.5,219,3661,Gasoline,Manual,2,6,75970
BMW,X5,2024,86661,2.0,163,4293,Gasoline,Automatic,2,4,77104
Nissan,Sentra,2014,82915,3.0,201,4139,Hybrid,Automatic,4,8,63665
Ford,Ranger,2014,97400,5.0,302,3771,Gasoline,CVT,4,4,63735
Honda,CR-V,2024,27274,2.5,200,3550,Diesel,Automatic,4,4,72734
Honda,Pilot,2020,39331,2.5,174,3601,Diesel,Manual,4,4,62095
Hyundai,Elantra,2022,96010,6.0,443,4116,Gasoline,Automatic,4,4,100661
Chevrolet,Silverado,2021,67140,3.5,217,4372,Gasoline,CVT,2,4,73422
Audi,Q5,2021,87020,4.0,250,4496,Gasoline,Automatic,4,4,85581
Ford,Explorer,2021,6580,6.0,381,3423,Gasoline,Automatic,4,4,103462
Honda,HR-V,2016,62145,6.0,464,3263,Diesel,Automatic,4,4,86532
Mercedes,GLC,2010,42345,6.0,420,3446,Gasoline,Automatic,4,6,87163
Ford,F-150,2023,135313,5.0,370,3701,Gasoline,Automatic,2,4,85095
Ford,Ranger,2023,79684,2.0,193,4410,Hybrid,CVT,4,4,65604
BMW,3 Series,2018,75103,6.0,476,3376,Gasoline,Automatic,4,4,104185
Toyota,RAV4,2007,81234,3.0,236,4156,Diesel,CVT,4,6,46112
Ford,Mustang,2020,121255,2.0,137,2683,Diesel,Automatic,2,8,43424
Hyundai,Elantra,2021,79850,5.0,344,2993,Diesel,Manual,4,4,76900
BMW,3 Series,2023,107642,3.5,262,3747,Gasoline,CVT,4,4,84108
Chevrolet,Malibu,2024,15288,3.0,270,2383,Gasoline,CVT,4,4,83230
Audi,Q5,2017,88080,2.5,237,3421,Gasoline,Manual,4,6,66315
BMW,3 Series,2023,70522,3.0,264,2456,Gasoline,Automatic,4,4,78320
Audi,Q5,2013,65017,3.5,231,2903,Gasoline,Automatic,4,4,64548
Mercedes,C-Class,2015,51622,4.0,289,3470,Gasoline,Automatic,4,4,74216
Hyundai,Sonata,2012,67232,3.5,234,3208,Gasoline,Automatic,4,4,54514
Nissan,Altima,2011,29357,1.5,149,3497,Electric,Automatic,4,4,45575
Honda,CR-V,2018,53856,2.5,152,4321,Gasoline,Automatic,4,6,57184
BMW,3 Series,2006,48096,3.5,319,2658,Gasoline,Automatic,2,4,60702
Hyundai,Santa Fe,2016,43338,2.5,180,3768,Electric,Automatic,2,4,69107
Volkswagen,Atlas,2008,95191,5.0,303,3893,Gasoline,CVT,4,4,60505
Audi,Q5,2009,42120,4.0,342,2264,Gasoline,Automatic,4,4,73767
Hyundai,Sonata,2014,22378,5.0,307,3454,Gasoline,CVT,4,6,77664
Nissan,Pathfinder,2020,25651,2.0,81,4430,Gasoline,Automatic,4,6,53686
Honda,Accord,2012,37101,6.0,439,4102,Hybrid,Automatic,4,4,94206
Chevrolet,Silverado,2022,60699,1.5,96,2816,Hybrid,Automatic,4,8,71196
Mercedes,E-Class,2016,70182,3.5,233,3386,Gasoline,Automatic,4,8,72087
Hyundai,Elantra,2014,143771,4.0,330,3505,Electric,Automatic,4,4,69414
Ford,F-150,2013,131040,4.0,284,3439,Gasoline,Automatic,4,4,55416
Audi,Q5,2012,133035,3.5,315,3943,Gasoline,Automatic,4,4,67430
Mercedes,C-Class,2005,80332,6.0,442,4076,Gasoline,Automatic,4,6,80527
Volkswagen,Golf,2007,55546,3.0,221,4548,Electric,Automatic,4,4,54153
Toyota,Tacoma,2011,101115,3.5,324,3953,Diesel,Automatic,4,8,58236
Volkswagen,Tiguan,2012,69105,6.0,420,4504,Gasoline,Automatic,4,8,83856
Toyota,Camry,2006,49181,5.0,325,2984,Gasoline,Automatic,4,4,58047
Mercedes,GLC,2013,62103,6.0,480,2408,Hybrid,CVT,4,4,104342
Chevrolet,Equinox,2007,147380,1.5,120,2642,Gasoline,Manual,4,4,16547
Honda,CR-V,2016,64720,4.0,236,4057,Gasoline,Automatic,2,4,61833
Chevrolet,Equinox,2016,98142,4.0,261,1996,Gasoline,Automatic,2,4,73111
BMW,X3,2022,49634,3.5,337,4165,Hybrid,Automatic,4,6,102660
Volkswagen,Golf,2017,140003,1.5,96,3929,Diesel,Automatic,4,4,32299
Mercedes,GLC,2016,53893,1.5,123,2990,Hybrid,Automatic,4,8,68692
Volkswagen,Golf,2006,78175,5.0,439,3422,Gasoline,Automatic,4,4,69760
Honda,CR-V,2022,96548,6.0,437,2736,Gasoline,Automatic,4,4,91884
Honda,Pilot,2023,89490,3.0,164,2718,Diesel,CVT,4,6,69006
Audi,A6,2012,37153,2.5,226,2672,Hybrid,Automatic,2,4,66600
Audi,Q7,2005,87775,3.5,238,2491,Electric,Automatic,4,8,60362
Honda,Accord,2017,16581,3.0,175,3401,Gasoline,Automatic,4,6,61828
Audi,A4,2012,86117,3.0,239,2093,Gasoline,Automatic,4,6,70491
Mercedes,GLE,2017,22294,5.0,393,3643,Gasoline,Automatic,4,6,91940
BMW,X5,2013,104873,6.0,498,3912,Gasoline,Automatic,4,4,89624
Chevrolet,Tahoe,2024,132365,2.0,172,4623,Diesel,Manual,2,4,57899
Volkswagen,Atlas,2010,86848,4.0,262,4312,Gasoline,Automatic,4,4,53183
Toyota,Corolla,2009,88352,2.0,130,5227,Gasoline,Automatic,4,4,26791
BMW,5 Series,2008,102896,3.0,257,3256,Gasoline,CVT,2,6,57765
Ford,Escape,2013,86631,4.0,321,4566,Gasoline,Automatic,4,6,63071
Honda,Accord,2022,56835,2.0,202,4220,Gasoline,Automatic,2,4,61057
Honda,CR-V,2011,134661,2.5,200,4300,Diesel,Manual,4,4,37265
Ford,F-150,2016,85611,4.0,335,3618,Hybrid,Automatic,4,8,77110
Nissan,Rogue,2008,111518,5.0,325,2513,Gasoline,Automatic,2,4,54716
Mercedes,E-Class,2013,35073,6.0,425,4095,Hybrid,Automatic,2,8,101149
Toyota,Camry,2020,130300,4.0,326,3650,Diesel,Automatic,4,8,66323
Hyundai,Elantra,2014,81278,4.0,264,2652,Gasoline,Automatic,2,4,64552
Volkswagen,Jetta,2020,80024,3.5,333,4250,Diesel,Automatic,4,6,78762
Audi,Q7,2009,167207,2.0,165,3237,Gasoline,Automatic,4,4,40631
Audi,A6,2015,77317,2.0,220,3265,Hybrid,Automatic,2,4,65809
BMW,3 Series,2019,62997,3.0,234,3979,Gasoline,CVT,4,4,76651
Hyundai,Elantra,2008,84784,3.0,177,2658,Gasoline,Automatic,4,6,36651
Honda,Pilot,2016,72640,3.5,270,3740,Gasoline,Automatic,4,6,66015
BMW,X3,2016,60651,6.0,349,2978,Gasoline,Manual,2,4,94493
Hyundai,Tucson,2008,121256,6.0,380,4102,Hybrid,Manual,4,4,71151
Volkswagen,Golf,2006,96540,3.0,216,5775,Gasoline,Automatic,2,4,39106
Mercedes,GLC,2017,57777,3.0,243,2600,Hybrid,Manual,2,4,82460
Nissan,Rogue,2016,100368,4.0,288,3472,Hybrid,Manual,4,6,71509
Ford,Ranger,2021,60460,5.0,379,4430,Gasoline,Automatic,4,4,94278
BMW,X3,2005,73747,4.0,310,3578,Gasoline,Automatic,4,4,60931
Chevrolet,Malibu,2017,55779,3.0,105,5698,Hybrid,CVT,4,6,61724
Mercedes,GLE,2011,58504,5.0,381,2241,Hybrid,Manual,4,4,97403
Honda,CR-V,2018,70525,4.0,219,4250,Gasoline,Automatic,4,4,71127
Honda,CR-V,2024,55735,3.5,223,4587,Gasoline,Automatic,4,6,80252
